"LC.MS.run","External.ID2","BarnID","focal_ID","hairDate","Testo_pg.mg","Prog_pg.mgSE","Cort_pg.mg","AEA.pg.mg","AG2.pg.mg","OEA.ng.mg","A.ng.mg","PEA.ng.mg","AGD","weight","tail","hairDateMIN30d","DOB","sex","Age","Season","closestPopCheck_hairSampling","Density","Females.at.hairSampling","closestDateHandling","weight.at.hair"
"5_986",759,"'0007B9B274","'0007B9B274",2019-07-11,6.21,3.52,84.18,51.54,3.38,7.29,8.44,9.19,NA,"26.5",NA,2019-06-11,NA,"M",NA,"Summer",2019-05-13,315,189,NA,NA
"5_986",760,"'0007BACA79","'0007BACA79",2019-07-11,0.41,2.53,41.19,49.74,4.46,4.85,3.01,5.3,"3.3","6.8","51",2019-06-11,17999,"F",89,"Summer",2019-05-13,315,189,NA,NA
"5_986",761,"'0007B8ECFE","'0007B8ECFE",2019-07-11,1.03,2.56,74.4,51.98,9.83,4.8,2.12,4.28,"5.4","7.6","45",2019-06-11,18045,"M",43,"Summer",2019-05-13,315,189,NA,NA
"5_986",762,"'0007B11CCA","'0007B11CCA",2019-07-11,0.2,25.1,61.69,30.23,2.22,4.5,6.7,6.44,"3.5","7.8","54",2019-06-11,17644,"F",444,"Summer",2019-05-13,315,189,NA,NA
"5_986",763,"'0007AFE6D8","'0007AFE6D8",2019-03-12,0.86,4.16,50.6,38.62,2.84,3.76,3.22,4.22,"3","4.8","40",2019-02-10,17777,"F",190,"Winter",2019-03-12,286,165,NA,NA
"5_986",764,"'0007BAB500","'0007BAB500",2019-07-11,3.75,1.36,62.87,66.14,7.09,6.25,3.91,5.88,"4.2","6.7","44",2019-06-11,17982,"M",106,"Summer",2019-05-13,315,189,NA,NA
"5_986",765,"'0007BA9C2E","'0007BA9C2E",2019-07-11,0.4,2.96,32,30.25,4.52,4.96,2.28,4.98,"2.5","5.2","40",2019-06-11,18006,"F",82,"Summer",2019-05-13,315,189,NA,NA
"5_986",766,"'0007BA9A8F","'0007BA9A8F",2019-07-11,0.81,1.71,33.3,37.39,5.05,6.48,4.63,7.17,"4.3","4.7","40",2019-06-11,18006,"M",82,"Summer",2019-05-13,315,189,NA,NA
"5_986",767,"'0007B8300B","'0007B8300B",2019-07-11,0.9,3.1,65.19,40.27,2.91,6,7.61,7.4,"2.6","4.3","34",2019-06-11,17965,"F",123,"Summer",2019-05-13,315,189,NA,NA
"5_986",768,"'0007BAB371","'0007BAB371",2019-07-11,0.46,1.62,51.84,41.02,8.73,4.56,2.66,4.5,"2.8","5.3","38",2019-06-11,18026,"F",62,"Summer",2019-05-13,315,189,NA,NA
"5_986",769,"'0007BAB223","'0007BAB223",2019-07-11,0.82,7.52,46.33,32.25,3.41,5.87,6.06,6.55,"2.2999999999999998","4.6","36",2019-06-11,17965,"F",123,"Summer",2019-05-13,315,189,NA,NA
"5_986",770,"'0007BAC823","'0007BAC823",2019-07-11,0.38,2.12,39.89,38.46,6.56,5.55,1.89,4.5,"2.8","4.2","31",2019-06-11,18006,"F",82,"Summer",2019-05-13,315,189,NA,NA
"5_986",771,"'0007BAC5FB","'0007BAC5FB",2019-07-11,0.33,2.09,47.02,47.77,9.03,5.92,4.19,5.54,"2.7","4.2","39",2019-06-11,18003,"F",85,"Summer",2019-05-13,315,189,NA,NA
"5_986",772,"'0007BADD19","'0007BADD19",2019-07-11,NA,6.3,39.36,64.66,7.24,6.86,5.4,7.31,"3","5.8","42",2019-06-11,18003,"F",85,"Summer",2019-05-13,315,189,NA,NA
"5_986",773,"'0007B8D170","'0007B8D170",2019-07-11,0.37,12.65,42.68,47.95,9.17,5.56,2.99,4.69,"3.2","6.7","41",2019-06-11,17977,"F",111,"Summer",2019-05-13,315,189,NA,NA
"5_986",774,"'0007BAAEC8","'0007BAAEC8",2019-03-12,4.04,2.49,89.43,22.74,1.11,3.24,4,4.46,"4.3","3.9","38",2019-02-10,17821,"M",146,"Winter",2019-03-12,286,165,NA,NA
"5_986",775,"'0007BA980B","'0007BA980B",2019-07-11,0.6,8.42,70.11,83.3,4.92,5.29,3.12,4.41,"2.4","3.7","36",2019-06-11,17965,"F",123,"Summer",2019-05-13,315,189,NA,NA
"5_986",776,"'00079DB061","'00079DB061",2019-03-12,1.75,NA,196.47,NA,NA,NA,NA,NA,"3.5","4","34",2019-02-10,17824,"M",143,"Winter",2019-03-12,286,165,NA,NA
"5_986",777,"'0007BA97C8","'0007BA97C8",2019-07-11,0.14,2.74,27.12,101.05,5.62,6.41,3.06,5.66,"2.2999999999999998","4.8","38",2019-06-11,17968,"F",120,"Summer",2019-05-13,315,189,NA,NA
"5_986",778,"'0007BAC8CA","'0007BAC8CA",2019-07-11,NA,1.85,29.65,102.47,12.98,5.47,1.67,4.04,"2.7","6.2","44",2019-06-11,18026,"F",62,"Summer",2019-05-13,315,189,NA,NA
"5_986",779,"'0007BAC6DB","'0007BAC6DB",2019-07-11,0.24,9.75,33.91,87.66,15.29,6.84,3.55,6.43,"2.8","6","40",2019-06-11,17965,"F",123,"Summer",2019-05-13,315,189,NA,NA
"5_986",780,"'0007BAC59D","'0007BAC59D",2019-07-11,0.41,1.95,44.37,104.84,10.67,5.63,2.2,4.16,"2.6","3.8","33",2019-06-11,18008,"F",80,"Summer",2019-05-13,315,189,NA,NA
"5_986",781,"'0007B10629","'0007B10629",2019-06-12,0.77,3.41,59.86,83.64,12.31,4.79,4.04,5.02,"2.1","5.7","45",2019-05-13,17998,"F",61,"Spring",2019-05-13,315,189,NA,NA
"5_986",782,"'0007B0C3D0","'0007B0C3D0",2019-06-05,0.76,2.13,59.06,NA,NA,NA,NA,NA,"4.5","5.4","41",2019-05-06,18009,"M",43,"Spring",2019-05-13,315,189,NA,NA
"5_986",783,"'0007BE5D47","'0007BE5D47",2019-06-05,1.18,2.85,36.91,114.18,14.53,4.88,4.5,5.4,NA,"9",NA,2019-05-06,NA,"M",NA,"Spring",2019-05-13,315,189,NA,NA
"5_986",784,"'0007B8F01B","'0007B8F01B",2019-06-05,0.94,3.28,40.93,112.12,15.41,5.12,2.29,4.39,NA,"9.7",NA,2019-05-06,18025,"F",27,"Spring",2019-05-13,315,189,NA,NA
"5_986",785,"'00079C4C40","'00079C4C40",2019-03-12,0.76,3.28,61.71,48.45,3.17,4.6,4.78,5.5,"2.9","3.8","38",2019-02-10,17821,"F",146,"Winter",2019-03-12,286,165,NA,NA
"5_986",786,"'0007B8CFFC","'0007B8CFFC",2019-06-05,0.85,4.06,44.71,113.37,9.65,5.6,3.25,4.56,"3.5","8.2","46",2019-05-06,17997,"F",55,"Spring",2019-05-13,315,189,NA,NA
"5_986",787,"'0007BAB1B5","'0007BAB1B5",2019-03-12,4.64,5.77,46.38,NA,NA,NA,NA,NA,"5.2","6","44",2019-02-10,17834,"M",133,"Winter",2019-03-12,286,165,NA,NA
"5_986",788,"'0007BAB041","'0007BAB041",2019-03-12,1.48,4.04,41.74,30.59,3.57,3.61,2.54,4.55,"3.4","6.5","46",2019-02-10,17842,"F",125,"Winter",2019-03-12,286,165,NA,NA
"5_986",789,"'0007BAAF5C","'0007BAAF5C",2019-03-12,1.12,5.48,45.73,NA,NA,NA,NA,NA,"3.5","7.1","46",2019-02-10,17816,"F",151,"Winter",2019-03-12,286,165,NA,NA
"5_986",790,"'0007B8D41D","'0007B8D41D",2019-03-12,0.82,5.3,47.43,34.26,5.06,3.46,1.42,3.06,"2.2999999999999998","3.7","36",2019-02-10,17773,"F",194,"Winter",2019-03-12,286,165,NA,NA
"5_986",791,"'0007B11D53","'0007B11D53",2019-03-12,1.03,5.06,61,NA,NA,NA,NA,NA,"4.7","6.1","46",2019-02-10,17817,"M",150,"Winter",2019-03-12,286,165,NA,NA
"5_986",792,"'0007B11C19","'0007B11C19",2019-03-12,NA,3.64,56.62,NA,NA,NA,NA,NA,"3.3","5.9","47",2019-02-10,17817,"F",150,"Winter",2019-03-12,286,165,NA,NA
"5_986",793,"'0007BAB4E5","'0007BAB4E5",2019-03-12,NA,9.39,40.99,31.22,2.68,3.44,3.1,4.28,"3","6.2","46",2019-02-10,17781,"F",186,"Winter",2019-03-12,286,165,NA,NA
"5_986",794,"'0007B122E1","'0007B122E1",2019-03-12,1.56,3.79,75.95,NA,NA,NA,NA,NA,"4.4","5.5","43",2019-02-10,17817,"M",150,"Winter",2019-03-12,286,165,NA,NA
"5_986",795,"'0007B10207","'0007B10207",2019-03-12,NA,4.72,40.36,37.52,4.26,4.62,4.13,6.04,"2.9","5.5","50",2019-02-10,17753,"F",214,"Winter",2019-03-12,286,165,NA,NA
"5_986",796,"'0007B0491A","'0007B0491A",2019-03-12,NA,3.42,35.01,43.73,5.37,4.75,3.19,4.98,"2.7","5.4","41",2019-02-10,17802,"F",165,"Winter",2019-03-12,286,165,NA,NA
"5_986",797,"'0007B11D3D","'0007B11D3D",2019-03-12,0.49,3.58,42.61,NA,NA,NA,NA,NA,"3.2","6.7","45",2019-02-10,17802,"F",165,"Winter",2019-03-12,286,165,NA,NA
"5_986",798,"'0007B0494E","'0007B0494E",2019-03-12,0.88,5.09,49.21,36.2,2.49,5.83,4.01,6.67,"2.7","4.8","39",2019-02-10,17804,"F",163,"Winter",2019-03-12,286,165,NA,NA
"5_986",799,"'0007B8F1F4","'0007B8F1F4",2019-03-12,1.71,5.14,31.82,47.1,4.11,5.38,5.23,7.43,"3.3","6.7","45",2019-02-10,17842,"F",125,"Winter",2019-03-12,286,165,NA,NA
"5_986",800,"'0007BAB5B2","'0007BAB5B2",2019-03-12,1.22,5.86,57.08,32.12,4.11,4.61,5.43,6.9,"3.1","5.9","41",2019-02-10,17817,"F",150,"Winter",2019-03-12,286,165,NA,NA
"5_986",801,"'0007BAB19C","'0007BAB19C",2019-03-12,1.31,6.85,45.94,NA,NA,NA,NA,NA,"3.1","5.9","45",2019-02-10,17785,"F",182,"Winter",2019-03-12,286,165,NA,NA
"5_986",802,"'0007B8CF13","'0007B8CF13",2019-03-12,0.63,3.13,35.52,NA,NA,NA,NA,NA,"2.2","4.6","38",2019-02-10,17773,"F",194,"Winter",2019-03-12,286,165,NA,NA
"5_986",803,"'0007B11FF1","'0007B11FF1",2019-03-12,1.02,6.1,33.59,37.85,3.71,4.06,4.03,6.54,"2.8","5.6","41",2019-02-10,17803,"F",164,"Winter",2019-03-12,286,165,NA,NA
"5_986",804,"'0007B1225A","'0007B1225A",2019-03-12,0.43,2.3,29.36,37.98,3.72,3.54,1.25,2.69,"3.1","6.9","48",2019-02-10,17774,"F",193,"Winter",2019-03-12,286,165,NA,NA
"5_986",805,"'0007B11FBF","'0007B11FBF",2019-03-12,0.5,4.48,47.23,NA,NA,NA,NA,NA,"2.8","5.4","47",2019-02-10,17815,"F",152,"Winter",2019-03-12,286,165,NA,NA
"5_986",806,"'0007B82FF6","'0007B82FF6",2019-03-12,1.5,7.35,47.16,21.96,4.91,2.75,4.01,4.99,"2.7","5.9","44",2019-02-10,17655,"F",312,"Winter",2019-03-12,286,165,NA,NA
"5_986",807,"'0007B11AB4","'0007B11AB4",2019-03-12,NA,4.45,41.72,34.56,5.23,5.63,3.97,6.14,"3.1","4.8","44",2019-02-10,17815,"F",152,"Winter",2019-03-12,286,165,NA,NA
"5_986",808,"'0007B0FE28","'0007B0FE28",2019-03-12,3.05,3.4,29.13,21.56,2.96,3.94,4.71,5.59,"3.9","5","40",2019-02-10,17789,"M",178,"Winter",2019-03-12,286,165,NA,NA
"5_986",809,"'0007BAC102","'0007BAC102",2019-03-12,2.52,2.9,42.23,NA,NA,NA,NA,NA,"3.6","3.6","32",2019-02-10,17773,"M",194,"Winter",2019-03-12,286,165,NA,NA
"5_986",810,"'0007B04635","'0007B8EE01",2019-03-12,0.72,6.48,81.49,NA,NA,NA,NA,NA,"3.7","8.4","56",2019-02-10,17478,"F",489,"Winter",2019-03-12,286,165,NA,NA
"5_986",811,"'0007B0D301","'0007B0D301",2019-03-12,4.52,5.34,36.13,NA,NA,NA,NA,NA,"3.9","6.3","42",2019-02-10,17779,"M",188,"Winter",2019-03-12,286,165,NA,NA
"5_986",812,"'0007B1221E","'0007B1221E",2019-03-12,0.65,8.9,41.25,NA,NA,NA,NA,NA,"2.6","6.7","43",2019-02-10,17660,"F",307,"Winter",2019-03-12,286,165,NA,NA
"5_986",813,"'0007B9B114","'0007B9B114",2019-03-12,2.19,4.47,42.39,NA,NA,NA,NA,NA,"3.2","5.6","45",2019-02-10,17760,"F",207,"Winter",2019-03-12,286,165,NA,NA
"5_986",814,"'0007B9B454","'0007B9B454",2019-03-12,1.16,6.89,34.22,NA,NA,NA,NA,NA,"2.9","4.6","42",2019-02-10,17781,"F",186,"Winter",2019-03-12,286,165,NA,NA
"5_986",815,"'0007B04AFA","'0007B04AFA",2019-03-12,0.95,3.97,31.77,30.18,4.89,2.78,2.52,3.27,"3.2","6.8","43",2019-02-10,17820,"F",147,"Winter",2019-03-12,286,165,NA,NA
"5_986",816,"'0007BADCFF","'0007BADCFF",2019-03-12,2.93,4.78,55.49,41.03,2.3,5.16,4.73,6.47,"4.2","4.5","36",2019-02-10,17801,"M",166,"Winter",2019-03-12,286,165,NA,NA
"5_986",817,"'0007BAC08B","'0007BAC08B",2019-03-12,2.67,4.24,82.73,30.43,2.31,3.6,4.29,4.92,"3.8","3.9","33",2019-02-10,17801,"M",166,"Winter",2019-03-12,286,165,NA,NA
"5_986",818,"'0007BAB2E9","'0007BAB2E9",2019-03-12,NA,NA,NA,NA,NA,NA,NA,NA,"3","6.6","52",2019-02-10,17764,"F",203,"Winter",2019-03-12,286,165,NA,NA
"5_986",819,"'0007B11D80","'0007B11D80",2019-03-12,0.6,3.65,30.59,31.35,1.93,3.53,4.31,6.19,"2.8","5.9","44",2019-02-10,17639,"F",328,"Winter",2019-03-12,286,165,NA,NA
"5_986",820,"'0007BAAE71","'0007BAAE71",2019-03-12,NA,1.89,33.83,61.25,5.49,5.74,4.18,6.46,NA,NA,NA,2019-02-10,NA,"F",NA,"Winter",2019-03-12,286,165,NA,NA
"5_986",821,"'0007BAB562","'0007BAB562",2019-03-12,0.69,4.07,40.77,NA,NA,NA,NA,NA,NA,"22.3",NA,2019-02-10,NA,"F",NA,"Winter",2019-03-12,286,165,NA,NA
"5_986",822,"'0007B8EFAE","'0007B8EFAE",2019-03-12,NA,4.71,39.45,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-10,NA,"F",NA,"Winter",2019-03-12,286,165,NA,NA
"5_986",823,"'00079D1499","'00079D1499",2019-03-12,NA,NA,NA,NA,NA,NA,NA,NA,"4.5","5.1","40",2019-02-10,17800,"M",167,"Winter",2019-03-12,286,165,NA,NA
"5_986",824,"'0007B8D0AF","'0007B8D0AF",2019-03-12,0.75,3.52,34.82,30.11,4.36,4.08,2.22,4.19,"2.6","4.1","35",2019-02-10,17800,"F",167,"Winter",2019-03-12,286,165,NA,NA
"5_986",825,"'0007B122C4","'0007B122C4",2019-05-13,1.68,6.01,33.92,13.17,2.02,1.57,2.31,2.72,"3.4","7","47",2019-04-13,17643,"F",386,"Spring",2019-05-13,315,189,NA,NA
"5_986",826,"'0007B0494B","'0007B0494B",2019-03-12,1.2,5.84,30.27,18.9,2.8,2.37,3.59,3.93,"3.1","7.5","44",2019-02-10,17774,"F",193,"Winter",2019-03-12,286,165,NA,NA
"5_986",827,"'0007B1227C","'0007B1227C",2019-05-13,0.97,3.98,43.92,34.79,2.35,3.21,2.97,4.02,"3.3","6.5","48",2019-04-13,17646,"F",383,"Spring",2019-05-13,315,189,NA,NA
"5_986",828,"'0007B1221E","'0007B1221E",2019-05-13,0.81,17.48,46.51,30.34,4.27,3,2.41,3.22,"2.6","6.7","43",2019-04-13,17660,"F",369,"Spring",2019-05-13,315,189,NA,NA
"5_986",829,"'0007B0D32F","'0007B0D32F",2019-05-13,0.65,7.95,33.56,26.81,2.23,2.49,3.46,4.23,"2.4","4.8","40",2019-04-13,17639,"F",390,"Spring",2019-05-13,315,189,NA,NA
"5_986",830,"'0007B11CCA","'0007B11CCA",2019-05-13,0.73,13.25,71.46,NA,NA,NA,NA,NA,"3.5","7.8","54",2019-04-13,17644,"F",385,"Spring",2019-05-13,315,189,NA,NA
"5_986",831,"'0007B048F7","'0007B048F7",2019-05-13,0.92,12.99,82.12,49.56,7.67,3.81,2.65,4.03,"2.9","6.2","39",2019-04-13,17637,"F",392,"Spring",2019-05-13,315,189,NA,NA
"5_986",832,"'0007ABC45B","'0007ABC45B",2019-05-13,0.78,7.29,40.37,37.76,2.73,5,3.8,6.23,NA,"18.5",NA,2019-04-13,NA,"F",NA,"Spring",2019-05-13,315,189,NA,NA
"5_986",833,"'0007B8F056","'0007B8F056",2019-05-13,NA,2.05,43.02,64.18,14.45,5.83,2.78,4.65,"3.2","7.6","27",2019-04-13,17980,"F",49,"Spring",2019-05-13,315,189,NA,NA
"5_986",834,"'0007BAAF8D","'0007BAAF8D",2019-05-13,NA,1.71,27.85,66.74,12.76,7.88,4.79,5.98,"2.9","6.3","39",2019-04-13,17965,"F",64,"Spring",2019-05-13,315,189,NA,NA
"5_986",835,"'0007B8D042","'0007B8D042",2019-05-13,0.74,1.58,36.79,78.65,13.49,6.52,3.8,6.17,"2.2999999999999998","5","35",2019-04-13,17970,"F",59,"Spring",2019-05-13,315,189,NA,NA
"5_986",836,"'0007BABEC4","'0007BABEC4",2019-05-13,0.75,11.85,37.73,51.77,5.65,4.46,1.94,4.51,"4","8","58",2019-04-13,17838,"F",191,"Spring",2019-05-13,315,189,NA,NA
"5_986",837,"'0007B11E5C","'0007B11E5C",2019-03-12,1.04,4.97,43.36,36.22,4.66,4.61,2.45,5.59,"3.1","6.7","45",2019-02-10,17828,"F",139,"Winter",2019-03-12,286,165,NA,NA
"5_986",838,"'0007BAB13F","'0007BAB13F",2019-05-13,0.98,4.06,41.61,46.16,7.21,4.45,3.16,5.06,"2.5","5.4","45",2019-04-13,17967,"F",62,"Spring",2019-05-13,315,189,NA,NA
"5_986",839,"'0007BAD870","'0007BAD870",2019-05-13,0.37,1.73,36.18,67.25,16.72,5.57,3.44,5.36,"3","5.3","43",2019-04-13,17969,"F",60,"Spring",2019-05-13,315,189,NA,NA
"5_986",840,"'0007B11849","'0007B11849",2019-05-13,0.9,2.67,40.19,64.28,14.17,4.5,3.89,5.61,"3","4.8","47",2019-04-13,17967,"F",62,"Spring",2019-05-13,315,189,NA,NA
"5_986",841,"'0007B8ED62","'0007B8ED62",2019-05-13,0.54,4.22,35.34,45.31,7.23,3.93,1.9,3.64,"2.6","5.5","42",2019-04-13,17964,"F",65,"Spring",2019-05-13,315,189,NA,NA
"5_986",842,"'0007B0FE80","'0007B0FE80",2019-05-13,NA,2.21,48.7,56.06,9.35,3.41,1.87,3.76,"2.9","5.7","43",2019-04-13,17965,"F",64,"Spring",2019-05-13,315,189,NA,NA
"5_986",843,"'0007B04DF5","'0007B04DF5",2019-05-13,0.8,12.01,44.16,27.35,3.24,2.99,2.27,3.53,"3.7","7.6","50",2019-04-13,17625,"F",404,"Spring",2019-05-13,315,189,NA,NA
"5_986",844,"'0007B0FDEB","'0007B0FDEB",2019-05-13,1.27,9.32,47.55,12.61,1.79,2.04,3.22,3.77,"2.5","5.4","37",2019-04-13,17640,"F",389,"Spring",2019-05-13,315,189,NA,NA
"5_986",845,"'0007B8EB85","'0007B8EB85",2019-05-13,0.47,2.33,36.59,57.54,9.1,5.11,3.32,4.66,"3","7.3","44",2019-04-13,17968,"F",61,"Spring",2019-05-13,315,189,NA,NA
"5_986",846,"'0007AFECA8","'0007AFECA8",2019-05-13,0.39,1.03,36.54,61.98,12.62,5.42,2.57,4.35,"2.9","5.8","43",2019-04-13,17963,"F",66,"Spring",2019-05-13,315,189,NA,NA
"5_986",847,"'0007BADA0D","'0007BADA0D",2019-05-13,0.22,2.23,50.93,70.97,20.17,5.13,2.91,4.48,"2.5","5.9","43",2019-04-13,17981,"F",48,"Spring",2019-05-13,315,189,NA,NA
"5_986",848,"'0007AFE561","'0007AFE561",2019-03-12,0.69,6.36,39.95,21.21,1.9,3.05,4.03,4.37,"2.5","5.3","39",2019-02-10,17769,"F",198,"Winter",2019-03-12,286,165,NA,NA
"5_986",849,"'00079CDA08","'00079CDA08",2019-05-13,1.09,18.35,54.56,NA,NA,NA,NA,NA,"2.1","5.4","39",2019-04-13,17636,"F",393,"Spring",2019-05-13,315,189,NA,NA
"5_986",850,"'0007B9AD23","'0007B9AD23",2019-05-13,NA,0.77,44.78,62.73,13.36,4.42,1.38,3.41,NA,"21.9",NA,2019-04-13,NA,"F",NA,"Spring",2019-05-13,315,189,NA,NA
"5_986",851,"'0007B11F77","'0007B11F77",2019-05-13,0.49,17.87,55.66,51.55,8.43,5.37,3.18,5.42,"2.6","5.4","39",2019-04-13,17644,"F",385,"Spring",2019-05-13,315,189,NA,NA
"5_986",852,"'0007B048F5","'0007B048F5",2019-05-13,0.76,5.93,85.65,27.86,1.13,3.02,4.83,5.19,"3.2","6.1","47",2019-04-13,17645,"F",384,"Spring",2019-05-13,315,189,NA,NA
"5_986",853,"'0007BAD93A","'0007BAD93A",2019-05-13,0.35,2.42,28.64,52.64,7.56,4.69,1.85,3.89,NA,NA,NA,2019-04-13,17953,"F",76,"Spring",2019-05-13,315,189,NA,NA
"5_986",854,"'0007B95D22","'0007B95D22",2019-05-13,0.72,2.77,43.03,54.54,10.29,4.32,2.71,4.37,"3.2","6.8","47",2019-04-13,17972,"F",57,"Spring",2019-05-13,315,189,NA,NA
"5_986",855,"'0007AFE8DC","'0007AFE8DC",2019-05-13,0.73,19.74,51.04,59.21,10.35,4.43,2.65,4.86,"2.9","6.4","44",2019-04-13,17949,"F",80,"Spring",2019-05-13,315,189,NA,NA
"5_986",856,"'0007BABE8D","'0007BABE8D",2019-05-13,0.73,1.6,43.08,81.59,8.7,5,1.84,3.9,"2.5","6.1","30.6",2019-04-13,17978,"F",51,"Spring",2019-05-13,315,189,NA,NA
"5_986",857,"'0007B9B674","'0007B9B674",2019-05-13,0.43,1.59,31.14,64.41,11.84,4.8,0.73,2.81,"2.2","6.5","30.8",2019-04-13,17978,"F",51,"Spring",2019-05-13,315,189,NA,NA
"5_986",858,"'0007B1225E","'0007B1225E",2019-05-13,0.79,6.32,47.85,30.39,2.81,2.94,1.63,2.96,"3.2","6.4","44",2019-04-13,17627,"F",402,"Spring",2019-05-13,315,189,NA,NA
"5_986",859,"'0007AFE536","'0007AFE536",2019-03-12,3.21,4.46,34.8,26.41,1.56,3.23,4.2,5.17,"5.1","5","46",2019-02-10,17812,"M",155,"Winter",2019-03-12,286,165,NA,NA
"5_986",860,"'0007BAD82D","'0007BAD82D",2019-05-13,NA,2.29,34.55,87.2,13.76,4.49,0.98,2.74,"2.1","6.7","43",2019-04-13,17982,"F",47,"Spring",2019-05-13,315,189,NA,NA
"5_986",861,"'0007B122B0","'0007B122B0",2019-05-13,1.3,17.45,52.42,22.91,1.52,2.61,1.09,2.51,"3.3","6.1","52",2019-04-13,17624,"F",405,"Spring",2019-05-13,315,189,NA,NA
"5_986",862,"'0007B0FBD7","'0007B0FBD7",2019-05-13,1.2,16.77,59.83,13.37,3.19,1.53,1.25,2,"2.7","6.3","45",2019-04-13,17639,"F",390,"Spring",2019-05-13,315,189,NA,NA
"5_986",863,"'0007B11B69","'0007B11B69",2019-05-13,0.85,11.35,52.92,27.5,1.99,2.31,2.32,3.07,"2.8","5.2","39",2019-04-13,17651,"F",378,"Spring",2019-05-13,315,189,NA,NA
"5_986",864,"'0007BADC81","'0007BADC81",2019-05-13,NA,1.02,14.62,64.52,10.39,4.38,0.83,2.56,"3.2","8.2","31",2019-04-13,17981,"F",48,"Spring",2019-05-13,315,189,NA,NA
"5_986",865,"'0007B0D31F","'0007B0D31F",2019-05-13,7.43,3.96,88.75,8.38,1.52,1.51,1.78,2.55,"5.3","6.8","44",2019-04-13,17651,"M",378,"Spring",2019-05-13,315,189,NA,NA
"5_986",866,"'0007B0FD8C","'0007B0FD8C",2019-05-13,0.72,17.36,61.04,32.91,4.28,3.26,3.27,4.01,"4","8","59",2019-04-13,17477,"F",552,"Spring",2019-05-13,315,189,NA,NA
"5_986",867,"'0007B8EEFB","'0007B8EEFB",2019-05-13,0.56,2.95,45.46,49.44,9.57,3.76,2.5,3.97,"2.7","5.7","45",2019-04-13,NA,"F",NA,"Spring",2019-05-13,315,189,NA,NA
"5_986",868,"'0007BAC471","'0007BAC471",2019-05-13,1,3.18,49.41,27,8.72,1.77,0.98,1.91,NA,"20.8",NA,2019-04-13,NA,"F",NA,"Spring",2019-05-13,315,189,NA,NA
"5_986",869,"'0007B8EFD7","'0007B8EFD7",2019-05-13,NA,2.13,46.02,56.85,7.96,4.28,1.28,3.16,"2.8","6.7","40",2019-04-13,17966,"F",63,"Spring",2019-05-13,315,189,NA,NA
"6_1044",870,"'0007BA92BF","'0007BA92BF",2019-09-24,0.31,3.32,57.11,81.6,40.95,4.82,2.13,3.46,"6.2","7.9","52",2019-08-25,18122,"M",41,"Summer",2019-09-24,447,257,NA,NA
"6_1044",10003,NA,NA,NA,0.9,15.67,69.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6_1044",871,"'0007AFE653","'0007AFE653",2019-09-24,0.76,24.3,71.28,NA,NA,NA,NA,NA,"2.5","6.2","43",2019-08-25,17797,"F",366,"Summer",2019-09-24,447,257,NA,NA
"6_1044",872,"'0007B83BF5","'0007B83BF5",2019-09-24,0.96,20.45,50.22,NA,NA,NA,NA,NA,"3.2","6.2","44",2019-08-25,18011,"F",152,"Summer",2019-09-24,447,257,NA,NA
"6_1044",873,"'0007BAC137","'0007BAC137",2019-09-24,0.42,24.5,73.91,NA,NA,NA,NA,NA,"3.4","7.9","51",2019-08-25,17960,"F",203,"Summer",2019-09-24,447,257,NA,NA
"6_1044",874,"'0007BAEF2F","'0007BAEF2F",2019-09-24,0.38,3.71,72.09,60.78,17.46,3.63,1.87,3.74,"6.2","7.8","52",2019-08-25,18111,"M",52,"Summer",2019-09-24,447,257,NA,NA
"6_1044",10004,NA,NA,NA,1.59,22.88,84.65,32.42,5.11,2.92,3.17,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6_1044",875,"'0007BA92A7","'0007BA92A7",2019-09-24,0.23,3.83,52.04,49.15,16.89,4.15,2.47,3.6,NA,"20.6",NA,2019-08-25,NA,"F",NA,"Summer",2019-09-24,447,257,NA,NA
"6_1044",876,"'0007BA967E","'0007BA967E",2019-09-24,0.23,2.81,37.67,36.28,7.08,2.32,1.04,2.33,"3.1","6.8","49",2019-08-25,18007,"F",156,"Summer",2019-09-24,447,257,NA,NA
"6_1044",877,"'0007BAF1E3","'0007BAF1E3",2019-09-24,0.21,7.82,34.22,36.74,16.42,2.93,1.19,2.93,"3.4","8.5","51",2019-08-25,17995,"M",168,"Summer",2019-09-24,447,257,NA,NA
"6_1044",878,"'0007B8D170","'0007B8D170",2019-09-24,NA,10.45,56.7,27.1,10.23,2.89,1.07,2.65,"3.2","6.7","41",2019-08-25,17977,"F",186,"Summer",2019-09-24,447,257,NA,NA
"6_1044",879,"'0007B8D233","'0007B8D233",2019-09-24,0.49,5,49.61,30.43,7.79,2.23,1.02,1.99,"3.6","6.5","48",2019-08-25,18067,"F",96,"Summer",2019-09-24,447,257,NA,NA
"6_1044",880,"'0007BA9DDB","'0007BA9DDB",2019-09-24,0.49,4.39,38.68,46.72,12.68,3.27,2.92,3.7,"3.2","7.1","50",2019-08-25,18047,"F",116,"Summer",2019-09-24,447,257,NA,NA
